,Jaye Shimek,Leandro Marse,Annie Lapham,Harmony Mcmurtry,Zofia Roll,Tasia Dube,Lorrine Paek,Veronique Blakemore,Randall Feather,Michale Tuch,Jarvis Pratts,Vance Ates,Donte Berkeley,Tora Echevarria,Hassan Toner,Kyle Ryals,Vonk Billips,Julieta Knapp,Stephine Gatlin,Bebe Riva,Marthe Hale,Paulene Calcagni,Milagros Salmeron,Anisha Mathes,Layne Woodside,Lisette Tolleson,Andreas Jost,Jeannie Liang,Hwa Defalco,Aurea Durrance,Sal Papa,Narcisa Core,Bridgette Marko,Leatrice Heer,Remedios Fincham,Lavonna Sim,Lester Preiss,Augusta Beltrami,Grover Gibbons,Velvet Matley,Johnetta Hatcher,Petrina Maggart,Chung Zertuche,Adriene Wilde,Byron Caroll,Mellisa Blanco,Hettie Beller,Corrine Gallop,Angela Compos,Kiera Loar
2012-06-20,5,3,3,5,5,3,2,0,5,3,5,9,9,4,3,0,6,5,9,6,2,4,6,2,5,5,7,4,5,2,8,9,6,0,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-21,6,0,0,6,5,3,1,6,6,2,2,5,9,1,0,0,7,6,9,2,7,5,5,3,5,6,7,5,5,1,7,7,4,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-22,6,0,4,4,4,2,2,3,5,3,2,6,10,3,4,7,5,8,6,5,5,3,3,1,6,6,6,5,6,4,7,7,6,4,3,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-25,7,0,7,6,7,0,2,5,4,6,2,8,7,2,0,5,2,8,6,4,4,5,5,3,3,6,4,4,3,5,3,7,3,6,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-26,4,0,5,6,3,5,0,7,5,3,2,5,9,3,1,7,4,7,9,6,4,4,5,1,1,5,5,5,2,1,8,8,5,3,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-27,4,4,3,3,7,4,4,6,3,5,4,6,7,3,2,5,3,9,7,3,3,7,2,3,3,7,4,3,6,1,4,9,3,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-28,5,5,0,5,6,4,1,4,0,3,3,9,9,0,1,7,3,6,8,3,4,6,1,5,5,8,5,1,0,1,5,7,5,7,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-29,5,6,2,8,6,1,2,4,0,6,2,9,7,3,3,4,5,7,5,6,3,6,1,3,6,5,6,5,0,3,4,5,0,5,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-02,5,5,5,8,6,3,0,4,0,2,2,9,8,3,3,7,5,8,6,5,6,6,1,2,5,6,7,3,0,5,5,5,0,6,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-03,4,1,2,6,3,4,3,3,4,5,4,6,10,2,0,4,5,4,9,4,4,5,5,0,1,5,3,4,0,5,8,8,0,3,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-04,3,4,4,8,6,3,4,6,5,6,3,9,7,2,0,4,3,9,7,7,2,6,5,5,3,4,7,2,0,3,4,7,0,4,2,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-05,6,6,0,3,6,0,2,6,5,1,1,8,8,0,1,6,7,9,6,3,3,6,4,3,0,5,7,4,0,1,6,7,0,6,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-06,4,3,6,5,5,3,2,4,6,2,0,5,7,0,3,6,4,6,6,0,5,5,5,1,0,5,4,3,0,4,6,8,0,6,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-09,8,3,3,4,5,2,3,6,5,3,2,9,8,0,0,4,6,7,0,0,6,0,3,4,5,7,7,5,0,1,7,9,6,6,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-10,4,4,3,7,4,5,4,6,3,0,2,7,11,0,2,6,3,6,0,0,3,0,4,4,4,9,8,4,7,1,3,4,2,3,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-11,5,5,2,7,6,1,3,7,3,0,4,9,7,1,3,6,6,6,0,5,4,0,2,3,2,8,5,3,5,0,0,4,3,6,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-12,8,3,0,4,4,5,0,3,7,0,3,6,10,2,0,4,5,6,0,6,4,0,0,4,6,7,4,3,6,1,0,6,6,4,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-13,8,4,4,7,3,1,1,5,3,0,5,8,9,1,3,6,4,9,0,4,7,0,0,2,5,7,4,1,7,3,0,8,4,3,2,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-16,8,2,0,8,6,4,2,5,4,2,3,6,8,3,0,6,0,0,7,3,6,6,6,1,3,5,3,4,3,5,4,5,4,6,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-17,4,5,0,6,3,2,1,6,5,4,2,7,9,3,2,6,0,0,7,7,4,6,3,1,3,6,5,5,3,3,5,4,3,6,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-18,6,6,0,7,4,2,0,7,3,2,3,10,11,1,2,5,0,0,5,3,3,5,1,2,6,8,5,1,4,2,3,8,3,3,2,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-19,4,4,0,7,7,1,3,6,5,1,1,9,9,0,0,7,0,0,7,2,4,4,3,5,4,5,7,5,3,3,7,5,4,4,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-20,6,3,0,3,2,5,0,5,6,4,1,9,7,2,0,5,0,0,7,7,4,6,1,3,2,9,8,4,3,1,7,8,6,5,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-23,3,2,6,6,3,1,3,5,5,3,2,6,8,3,0,4,0,0,9,4,6,3,5,3,1,4,3,4,2,1,6,5,6,2,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-24,6,4,5,4,6,4,3,5,3,2,0,10,8,3,0,4,0,0,9,6,6,7,5,0,5,9,7,1,4,4,6,8,4,5,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-25,4,4,6,5,3,3,1,6,7,4,3,9,9,0,2,6,0,0,8,5,3,6,1,1,5,6,7,2,4,1,4,8,2,4,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-26,7,4,0,4,5,5,0,3,6,2,0,7,7,1,0,8,0,0,5,4,6,3,2,1,3,8,5,0,2,4,6,7,5,3,4,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-27,5,2,3,5,3,2,2,6,4,5,3,5,7,0,2,3,0,0,6,2,6,4,3,2,6,9,4,0,3,1,5,8,7,7,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-30,5,3,2,3,3,5,3,3,4,5,2,10,7,0,0,8,4,7,6,6,4,4,5,0,2,4,4,0,4,0,7,6,3,3,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-31,8,4,4,0,4,3,1,4,4,6,5,9,9,3,0,5,4,8,8,3,4,7,6,3,6,8,7,0,5,3,6,8,4,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-01,4,2,7,0,3,1,2,3,6,1,1,9,7,3,0,7,3,5,8,4,5,4,2,4,3,7,3,0,5,1,5,7,5,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-02,4,4,0,0,4,3,2,5,3,4,2,9,8,0,0,6,4,6,9,5,4,3,1,2,3,9,4,0,5,1,6,7,2,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-03,7,4,5,3,6,2,1,4,4,2,4,5,9,2,0,7,7,5,9,7,6,5,4,3,2,5,4,0,4,5,5,5,4,7,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-06,5,5,4,8,4,5,4,3,4,1,4,6,10,4,3,4,7,5,8,3,6,3,6,0,2,0,0,0,7,1,7,8,3,5,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-07,7,4,6,4,4,0,1,5,4,6,5,9,10,0,3,7,3,8,6,7,3,4,5,1,2,0,0,0,5,4,4,7,5,4,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-08,5,5,4,3,6,2,3,6,6,4,1,7,8,2,0,4,7,9,8,6,4,5,1,5,3,0,0,4,4,2,7,8,7,4,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-09,6,3,0,7,2,2,0,6,6,6,3,6,7,0,2,7,4,7,10,3,4,6,5,1,3,0,0,3,7,0,7,6,3,4,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-10,6,2,5,4,4,1,3,3,3,5,5,7,11,2,2,7,7,8,8,5,7,3,3,1,1,0,0,2,4,0,7,8,4,5,2,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-13,4,4,5,5,2,0,0,3,5,6,2,5,8,1,3,3,3,5,10,4,0,6,4,1,0,8,7,2,5,3,3,7,6,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-14,8,2,6,6,6,0,3,3,6,1,2,5,11,1,0,8,3,4,6,4,0,6,1,5,0,6,6,3,4,2,4,8,6,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-15,7,6,6,5,6,0,3,3,4,2,3,5,7,1,1,7,4,8,0,0,0,4,2,4,0,7,7,6,3,0,5,5,2,5,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-16,7,2,0,4,5,0,3,4,6,4,4,0,7,3,0,8,5,7,0,0,0,2,4,5,3,4,5,5,5,3,3,8,3,6,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-17,5,3,4,8,4,0,0,7,4,1,1,0,9,0,2,3,6,4,0,0,0,4,4,0,2,5,6,6,4,2,7,8,2,5,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-20,6,6,3,4,4,0,0,4,3,1,1,0,9,2,3,3,3,9,0,6,0,6,3,3,4,6,8,2,2,2,4,7,5,6,2,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-21,7,4,7,5,6,2,4,3,3,2,4,8,6,2,3,8,6,7,0,2,0,4,2,4,6,6,8,2,6,2,5,6,6,5,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-22,5,6,4,4,5,3,1,5,4,5,2,7,6,2,1,5,4,6,7,2,0,4,0,2,3,8,6,5,5,2,8,4,6,5,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-23,3,0,0,6,5,3,3,4,6,5,4,5,11,3,2,7,2,9,9,4,0,6,0,1,2,7,7,6,2,4,4,6,5,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-24,6,0,7,5,5,0,2,2,3,4,0,8,6,2,0,6,6,9,6,4,0,7,0,3,4,7,4,3,4,5,8,5,3,6,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-27,5,0,3,4,3,2,1,5,7,1,1,8,7,0,1,5,3,7,10,3,0,2,0,0,2,4,7,5,2,0,6,4,5,5,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-28,7,0,4,7,4,0,0,3,4,5,2,7,9,3,2,7,3,5,7,5,0,6,0,4,2,5,6,3,0,1,6,8,2,2,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-29,6,0,4,5,7,2,0,4,4,4,2,9,8,2,3,5,7,8,5,5,2,6,0,2,1,5,3,2,0,3,6,8,3,5,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-30,8,0,0,7,3,1,1,6,6,5,0,6,9,0,0,8,3,7,9,6,4,6,0,2,6,5,5,4,2,2,4,8,7,5,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-31,6,0,5,8,5,0,2,4,6,4,0,7,9,1,1,5,6,4,8,6,5,3,0,2,1,5,5,2,6,0,4,6,5,3,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-03,7,5,3,6,2,4,0,4,2,5,5,10,9,0,2,7,6,8,6,3,4,3,6,1,4,7,4,4,4,4,6,6,5,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-04,7,2,6,5,6,1,3,5,7,6,1,8,9,4,2,7,6,7,7,4,4,7,3,2,3,8,4,5,6,1,3,6,6,5,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-05,6,1,5,7,7,1,2,4,2,1,5,9,9,2,3,8,3,5,8,2,5,4,5,3,4,9,8,6,5,2,7,5,6,2,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-06,3,2,0,5,0,4,3,5,7,1,0,6,11,3,2,5,6,5,7,4,4,3,4,0,3,8,6,1,5,2,7,7,3,4,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-07,7,3,6,6,6,2,2,4,4,3,1,9,9,0,3,8,5,8,6,3,7,6,3,5,3,9,7,5,5,0,8,6,2,6,4,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-10,5,1,2,5,6,0,3,3,6,4,3,7,0,1,3,4,6,7,8,4,3,0,6,3,1,7,5,5,2,0,4,5,5,6,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-11,8,1,3,5,7,2,1,3,6,3,1,9,0,1,0,3,7,6,8,6,6,0,3,1,2,6,5,6,6,0,5,6,7,7,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-12,4,2,5,8,5,3,3,6,3,3,2,9,0,0,1,6,3,8,10,2,6,0,3,3,6,6,7,2,7,0,6,5,7,5,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-13,5,3,0,6,5,3,3,5,6,2,4,6,0,2,4,7,6,7,6,3,3,0,5,1,3,7,5,6,3,0,6,6,3,7,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-14,7,4,4,7,2,2,2,2,6,3,2,5,0,3,4,5,5,8,6,2,7,0,3,4,5,5,3,3,7,0,4,8,5,3,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-17,5,5,7,5,3,0,0,5,5,4,4,8,11,0,2,5,2,8,6,4,2,7,3,1,1,8,6,5,4,5,4,8,4,2,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-18,6,2,4,4,6,1,0,5,5,4,1,10,11,0,0,5,4,5,9,7,6,7,2,1,6,8,6,4,3,4,7,6,4,2,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-19,6,3,4,8,6,1,3,6,6,0,3,6,6,4,4,5,5,7,6,6,3,4,6,0,4,6,6,3,3,2,5,6,5,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-20,7,3,0,6,3,2,1,4,5,0,3,8,8,1,2,5,6,5,8,7,6,6,2,3,5,8,6,2,5,4,4,5,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-21,5,5,4,5,2,4,0,5,5,0,2,9,7,0,4,5,5,8,6,6,5,2,1,2,2,8,5,3,7,2,5,7,7,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-24,7,4,3,8,7,3,4,6,2,0,5,9,6,2,2,8,2,8,6,6,6,3,2,4,6,5,4,0,5,1,5,8,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-25,6,2,6,4,3,4,0,3,3,0,1,9,7,1,3,7,4,8,10,4,3,6,4,1,2,4,0,0,6,3,5,5,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-26,7,1,7,6,3,2,2,5,6,2,3,10,8,1,1,7,5,5,9,4,4,4,1,2,4,5,0,1,4,3,0,6,6,2,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-27,8,5,0,4,4,3,1,4,4,4,3,10,8,2,2,8,5,6,9,6,5,5,5,3,5,7,0,2,6,3,0,9,7,4,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-28,7,5,0,0,0,1,1,4,3,3,1,5,9,4,2,6,6,7,0,3,6,6,2,2,3,4,6,1,5,1,0,7,6,7,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-01,7,2,0,5,0,2,1,3,4,5,2,9,8,0,0,6,6,6,6,6,4,3,5,4,4,5,8,4,4,5,0,5,3,6,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-02,4,3,0,4,0,3,0,6,7,4,2,6,9,3,0,5,5,5,8,2,6,3,2,0,3,4,5,3,6,1,0,9,7,6,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-03,5,2,0,3,0,4,1,6,3,3,5,7,7,3,1,6,3,8,9,6,4,4,5,5,5,5,3,5,3,2,0,8,6,6,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-04,7,6,0,4,0,1,2,5,4,4,5,8,10,1,2,4,4,7,5,2,2,6,2,4,4,8,7,3,5,0,0,7,7,4,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-05,4,5,5,6,0,0,2,5,7,3,2,6,7,2,1,8,4,9,7,3,6,4,4,1,4,5,5,5,6,1,0,6,6,2,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-08,8,5,7,5,3,1,4,6,3,3,3,5,10,3,0,5,5,7,6,0,5,6,3,3,0,8,5,5,7,2,4,8,5,5,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-09,8,4,6,6,5,1,4,7,5,4,0,8,10,1,1,4,6,7,9,0,5,5,1,3,0,6,3,5,5,1,4,8,6,5,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-10,4,3,5,6,7,4,1,3,6,2,3,0,6,2,3,5,5,9,9,0,2,3,2,4,0,8,4,4,5,5,5,8,7,5,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-11,7,5,0,6,2,3,2,7,5,4,1,0,8,2,1,5,4,5,7,0,3,5,3,2,0,6,7,3,4,3,7,8,5,3,2,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-12,4,4,6,4,5,1,0,5,5,2,2,0,7,2,3,3,3,6,5,0,6,7,5,3,5,4,7,5,4,4,4,6,4,2,5,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-15,4,6,4,7,5,4,4,6,5,5,2,0,9,2,0,7,7,8,9,3,3,4,3,2,2,5,3,5,4,1,7,7,5,6,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-16,4,5,7,8,3,2,0,3,5,3,4,9,9,3,0,6,7,7,8,5,7,2,2,3,5,5,6,4,3,2,6,9,5,7,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-17,7,4,3,3,6,5,4,6,4,4,1,10,7,0,1,5,5,5,9,3,4,5,1,4,3,5,6,1,4,0,7,5,3,6,2,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-18,7,3,0,5,4,2,4,6,4,4,1,8,9,0,3,4,3,7,7,5,3,7,2,1,5,9,6,5,3,0,5,7,3,2,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-19,6,2,3,4,3,3,3,4,2,2,4,9,0,0,0,5,4,5,8,2,2,4,3,1,5,6,5,5,5,1,7,6,3,7,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-22,4,5,3,5,3,2,0,3,3,5,4,8,0,0,0,6,6,5,10,4,6,5,4,3,1,0,5,6,4,3,4,7,5,2,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-23,3,0,6,3,7,2,2,6,2,6,3,9,0,3,0,4,7,6,7,4,3,3,4,2,1,6,3,4,6,1,4,5,6,7,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-24,7,4,5,7,4,1,2,5,7,4,3,8,0,3,0,4,4,7,7,7,6,6,2,3,2,8,4,5,5,4,7,7,7,5,2,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-25,4,2,0,3,7,2,4,6,6,5,0,7,9,0,0,5,5,7,10,3,4,6,1,5,3,8,4,3,4,2,8,8,3,3,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-26,5,5,3,4,3,2,1,2,5,2,2,10,10,2,0,4,6,6,6,3,7,5,3,4,3,5,7,3,4,3,7,5,3,6,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-29,5,4,2,4,5,2,3,4,2,3,2,8,8,0,0,4,5,6,6,3,5,5,5,4,4,4,6,3,6,0,3,8,7,4,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-30,8,2,6,7,4,1,0,4,3,4,4,7,6,0,0,4,3,8,9,7,7,7,6,0,5,5,7,4,3,3,6,7,6,5,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-31,4,2,2,3,6,1,3,5,6,2,3,5,7,3,0,4,3,4,8,2,7,5,2,5,5,6,3,3,3,2,4,6,3,6,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-01,7,4,0,7,4,3,0,7,2,4,5,8,8,0,2,6,4,5,6,4,4,5,5,5,4,6,3,3,3,1,7,7,5,5,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-02,6,2,7,6,3,3,0,5,6,2,3,8,9,1,1,3,7,7,9,4,4,4,2,2,3,5,7,2,2,0,4,6,5,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-05,5,3,7,6,6,2,3,3,3,4,2,10,7,1,2,3,5,5,8,4,4,6,2,1,1,8,4,2,6,0,5,5,4,5,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-06,7,3,7,8,5,5,2,5,5,2,4,9,11,0,2,3,3,8,8,3,3,4,6,1,3,7,5,2,4,0,6,7,3,3,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-07,6,5,6,8,2,2,1,5,2,5,3,8,10,1,3,7,2,7,10,4,3,5,3,5,6,9,6,3,5,3,6,9,6,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-08,8,2,0,6,3,2,2,4,7,6,2,9,6,0,3,4,5,5,8,7,3,5,5,4,4,6,5,5,7,4,3,5,3,4,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-09,7,2,7,4,5,2,2,4,6,4,1,6,10,1,2,5,7,5,6,2,4,4,2,0,4,6,5,3,6,4,4,5,3,5,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-12,4,0,6,4,4,4,0,5,2,2,1,9,7,0,0,6,5,4,9,4,5,2,1,0,3,4,5,2,7,1,8,8,7,4,2,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-13,4,0,6,5,5,3,0,3,2,4,5,9,10,1,3,5,2,4,10,2,7,5,2,0,3,9,6,2,4,0,4,4,5,3,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-14,7,0,2,6,6,1,3,6,4,1,1,9,10,3,3,5,6,6,6,4,6,2,1,0,5,7,6,4,3,2,6,8,6,6,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-15,5,0,0,4,6,4,0,2,6,1,3,6,7,3,1,7,6,8,8,2,3,3,4,2,3,7,6,0,2,0,4,6,6,4,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-16,6,0,2,7,7,4,1,4,4,6,2,5,10,1,2,6,3,6,7,3,6,6,2,3,6,6,5,0,3,1,5,5,3,4,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-19,6,6,6,4,5,4,1,7,7,3,2,6,11,1,4,8,6,5,7,6,3,4,3,4,4,4,6,5,3,0,7,6,2,5,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-20,3,4,4,4,4,2,1,7,2,4,2,5,6,3,4,3,4,8,8,3,3,2,6,3,4,5,4,4,2,3,8,7,3,5,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-21,5,6,4,7,5,1,3,5,4,3,4,7,6,0,3,5,7,5,8,7,7,3,3,4,6,7,6,3,5,4,7,5,6,3,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-22,7,4,0,4,5,1,3,3,7,2,4,6,7,0,0,3,4,5,5,3,7,4,1,4,4,7,6,5,6,0,5,6,4,3,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-23,7,5,5,3,4,0,0,3,5,1,3,8,9,0,3,4,7,5,10,7,6,4,5,1,4,6,7,6,4,1,4,8,3,5,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-26,3,5,2,5,4,1,2,4,4,2,2,0,9,0,3,4,3,4,7,4,5,6,5,4,2,7,7,3,4,3,5,8,3,4,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-27,8,4,5,8,6,3,3,5,5,2,3,0,10,2,1,6,7,5,7,4,5,5,2,5,4,6,5,2,2,3,6,8,3,6,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-28,4,5,3,4,5,4,0,7,3,2,1,8,10,2,2,4,3,4,6,3,5,5,6,2,5,8,6,4,3,1,5,5,5,6,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-29,5,6,0,7,5,3,1,3,5,2,5,8,7,0,1,5,4,6,7,4,6,4,4,0,4,7,4,4,5,4,3,4,7,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-30,4,5,0,8,4,3,0,6,2,2,4,8,9,3,1,6,5,8,6,5,3,7,2,3,3,6,8,4,7,0,5,7,4,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-03,7,6,0,3,5,4,2,5,6,5,4,6,10,1,0,6,6,8,10,5,5,6,2,2,3,4,5,5,3,3,8,6,4,5,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-04,7,2,0,8,5,0,3,2,3,2,3,8,9,2,3,3,2,7,9,0,4,4,2,2,2,8,4,4,3,4,6,5,4,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-05,5,4,6,7,7,2,3,3,3,3,2,8,8,1,4,7,5,8,7,0,3,6,2,4,3,6,3,6,6,3,4,7,3,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-06,7,5,0,8,6,4,0,3,4,4,1,7,7,3,2,7,7,6,6,0,4,6,2,4,2,4,5,5,3,1,4,6,3,6,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-07,3,3,5,7,4,1,0,3,2,6,3,9,0,3,0,5,3,6,8,0,7,3,5,2,2,8,8,1,4,0,7,9,4,3,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-10,6,3,3,7,7,2,2,3,6,0,4,8,8,3,0,4,4,5,6,6,3,4,5,4,4,8,7,2,4,3,7,9,4,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-11,6,5,5,4,2,5,0,7,3,0,2,7,10,1,3,4,5,7,7,5,2,3,2,2,2,6,6,5,6,3,0,5,4,6,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-12,3,2,3,8,5,3,0,5,6,0,4,5,7,1,3,6,5,4,10,7,4,4,4,1,5,5,8,5,3,4,0,7,4,5,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
